,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
677,CERTIFIED,"BEST MADE TOYS, LLC",GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,163010,2016,"RANCHO PALOS VERDES, CALIFORNIA",-118.3870173,33.7444613
678,CERTIFIED,"TROON GOLF, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,133099,2016,"HOLLYWOOD, FLORIDA",-80.1494901,26.0112014
679,CERTIFIED,T.F. HUDGINS,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,138403,2016,"TOMBALL, TEXAS",-95.6160549,30.0971621
680,CERTIFIED,TOTAL PRODUCE USA HOLDINGS INC,GENERAL AND OPERATIONS MANAGERS,CORPORATE DEVELOPMENT MANAGER- LEGAL ADVISOR,N,59696,2016,"NEWPORT BEACH, CALIFORNIA",-117.9289469,33.6189101
681,CERTIFIED,NYGALA INC,GENERAL AND OPERATIONS MANAGERS,GENERAL OPERATIONS MANAGER,Y,117437,2016,"TETERBORO, NEW JERSEY",-74.0593075,40.8598219
682,CERTIFIED,FIESTA MEXICANA INC.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,36483,2016,"MYRTLE BEACH, SOUTH CAROLINA",-78.8866943,33.6890603
683,CERTIFIED,SUPERIOR GRANITE AND MARBLE BY VIVALDI LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,101192,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
684,CERTIFIED,BIKES AND LIFE LLC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS & PRODUCT DEVELOPMENT,Y,121014,2016,"JOHNS CREEK, GEORGIA",-84.198579,34.0289259
685,CERTIFIED,MICROSOFT CORPORATION,GENERAL AND OPERATIONS MANAGERS,"ASSISTANT GENERAL COUNSEL, CHIEF OF STAFF",Y,162989,2016,"REDMOND, WASHINGTON",-122.121512,47.6739881
686,CERTIFIED,"QUESTEL ORBIT, INC DBA DIGIPAT, INC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,77626,2016,"ALEXANDRIA, VIRGINIA",-77.0469214,38.8048355
687,CERTIFIED,NEOFECT USA INC.,GENERAL AND OPERATIONS MANAGERS,GENERAL OPERATIONS MANAGER,Y,150467,2016,"BURLINGAME, CALIFORNIA",-122.34809,37.5778696
688,CERTIFIED,"TRUSTED TRANSLATIONS, INC.",GENERAL AND OPERATIONS MANAGERS,COUNTRY MANAGER,N,69513.6,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
689,CERTIFIED,GEMOLOGICAL INSTITUTE OF AMERICA (GIA),GENERAL AND OPERATIONS MANAGERS,"ASSOCIATE MANAGER, OPERATIONS SERVICES",N,58261,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
690,CERTIFIED,HACH,GENERAL AND OPERATIONS MANAGERS,KEY ACCOUNT MANAGER,Y,72280,2016,"LOVELAND, COLORADO",-105.0749801,40.3977612
691,CERTIFIED,"ASCEND LEARNING, LLC",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, CORPORATE DEVELOPMENT & STRATEGY",Y,182291,2016,"BURLINGTON, MASSACHUSETTS",-71.1956205,42.5047161
692,CERTIFIED,"YUSUF, INC.",GENERAL AND OPERATIONS MANAGERS,REGIONAL MANAGER,N,61568,2016,"KISSIMMEE, FLORIDA",-81.407571,28.2919557
693,CERTIFIED,TRISTAR TERMINALS GUAM INC.,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,70034,2016,"HAGATNA, NA",144.7502228,13.4762824
694,CERTIFIED,"WARGAMING AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,PRODUCTION PROJECT MANAGER,N,67475,2016,"EMERYVILLE, CALIFORNIA",-122.2852473,37.831316
695,CERTIFIED,MAYO CLINIC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR - PRACTICE OPERATIONS,N,66082,2016,"LA CROSSE, WISCONSIN",-91.2395807,43.8013556
696,CERTIFIED,LITCHFIELD ON THE GREEN INC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,42619,2016,"LITCHFIELD, CONNECTICUT",,
697,CERTIFIED,"CLUB QUARTERS MANAGEMENT CO., LLC",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF GUEST ROOM OPERATIONS,Y,116064,2016,"STAMFORD, CONNECTICUT",-73.5387341,41.0534302
698,CERTIFIED,INFOSYS BPO LTD,GENERAL AND OPERATIONS MANAGERS,DOMAIN DELIVERY MANAGER - US,N,47091,2016,"PEORIA, ILLINOIS",-89.5889864,40.6936488
699,CERTIFIED,APPLE INC.,GENERAL AND OPERATIONS MANAGERS,PROF SERVICES CONSULT 3 (OPERATIONS PROCESS MANAGER),Y,113339,2016,"CUPERTINO, CALIFORNIA",-122.0321823,37.3229978
